iter	Logloss
785	0.3974255287
786	0.3974041282
787	0.3973744933
788	0.3973531597
789	0.3973281524
790	0.3973017478
791	0.397279865
792	0.3972427096
793	0.3972231649
794	0.3972226489
795	0.3972049308
796	0.3971862087
797	0.3971523941
798	0.3971254319
799	0.3971036939
800	0.3970788625
801	0.3970569105
802	0.3970318291
803	0.3970138076
804	0.3969986291
805	0.3969715603
806	0.3969501402
807	0.3969244819
808	0.3969037468
809	0.3968807726
810	0.3968454753
811	0.3968328251
812	0.3967959765
813	0.3967835738
814	0.3967654389
815	0.3967384416
816	0.3967224749
817	0.3966990702
818	0.3966698384
819	0.3966420414
820	0.3966177296
821	0.3965944124
822	0.3965699587
823	0.3965455488
824	0.3965211161
825	0.3964986618
826	0.3964845695
827	0.3964482517
828	0.3964229324
829	0.3964047859
830	0.396373745
831	0.3963459416
832	0.3963125729
833	0.3962815202
834	0.3962509408
835	0.3962354309
836	0.3962148896
837	0.3961849344
838	0.3961686101
839	0.3961378917
840	0.3961243061
841	0.3960980199
842	0.3960764171
843	0.3960549043
844	0.3960347512
845	0.3960149077
846	0.395992625
847	0.395969692
848	0.3959433282
849	0.3959297081
850	0.3958999521
851	0.3958815108
852	0.3958569455
853	0.3958370906
854	0.395811627
855	0.3957868552
856	0.3957690541
857	0.3957366163
858	0.3957070887
859	0.3956839255
860	0.3956550739
861	0.3956311207
862	0.3956110422
863	0.3955894293
864	0.3955727956
865	0.3955466599
866	0.3955167881
867	0.395482675
868	0.3954701508
869	0.3954697298
870	0.3954468383
871	0.3954235757
872	0.3954017792
873	0.3953818273
874	0.395361157
875	0.3953485246
876	0.3953211713
877	0.3952964952
878	0.3952689659
879	0.3952421395
880	0.3952191351
881	0.3952018674
882	0.3951767228
883	0.395151078
884	0.3951428479
885	0.3951173323
886	0.3950955294
887	0.3950699541
888	0.3950374785
889	0.3950213677
890	0.3950137294
891	0.3949816077
892	0.3949600081
893	0.3949358342
894	0.3949080952
895	0.3948832333
896	0.3948698226
897	0.3948392921
898	0.3948193974
899	0.3947958382
900	0.3947728264
901	0.3947536194
902	0.3947299545
903	0.394706209
904	0.3946913064
905	0.3946595682
906	0.3946347739
907	0.3946187965
908	0.3946005514
909	0.3945825977
910	0.3945580024
911	0.3945311306
912	0.3945110524
913	0.3944914424
914	0.3944667766
915	0.3944344078
916	0.3944180321
917	0.3944000984
918	0.3943770736
919	0.3943516434
920	0.3943218788
921	0.3943006269
922	0.3942753353
923	0.394252988
924	0.3942373913
925	0.3942172798
926	0.3942003031
927	0.3941778588
928	0.3941601024
929	0.3941412633
930	0.3941160242
931	0.3940917302
932	0.3940615239
933	0.3940396012
934	0.3940174225
935	0.3939931671
936	0.393959747
937	0.3939316404
938	0.3939056926
939	0.3938762121
940	0.3938576806
941	0.3938286004
942	0.3938052153
943	0.3937853642
944	0.3937606146
945	0.3937352519
946	0.3937080932
947	0.3936933577
948	0.3936738954
949	0.3936553946
950	0.3936248961
951	0.3936056458
952	0.3935856913
953	0.3935656151
954	0.3935399213
955	0.3935159299
956	0.3934938753
957	0.3934718419
958	0.3934595496
959	0.3934404265
960	0.393420573
961	0.3934015246
962	0.3933759894
963	0.393354975
964	0.3933370472
965	0.3933088269
966	0.3932899126
967	0.3932611923
968	0.393231555
969	0.3931995695
970	0.3931898574
971	0.3931692518
972	0.3931328078
973	0.3931123458
974	0.3930760228
975	0.3930507953
976	0.3930240459
977	0.393001049
978	0.3929755105
979	0.3929533189
980	0.3929278781
981	0.3929028083
982	0.3928771015
983	0.3928598977
984	0.3928245421
985	0.3928039062
986	0.3927865039
987	0.3927726128
988	0.3927722949
989	0.3927432938
990	0.3927231734
991	0.392697921
992	0.3926846119
993	0.3926635396
994	0.3926375347
995	0.3926250048
996	0.3926141298
997	0.3926013994
998	0.39257963
999	0.3925654081
